gk_positioning,gk_diving,gk_handling,gk_kicking,gk_reflexes,Cluster
10,14,9,6,10,Cluster 0
10,8,7,9,10,Cluster 3
5,14,6,15,11,Cluster 0
6,11,7,13,7,Cluster 0
9,8,5,12,11,Cluster 3
6,5,6,12,14,Cluster 3
10,8,10,8,7,Cluster 3
8,8,11,11,7,Cluster 3
12,6,11,6,8,Cluster 3
70,70,71,83,72,Cluster 1
6,8,15,7,14,Cluster 3
13,9,12,12,15,Cluster 3
54,65,60,64,64,Cluster 2
11,11,5,14,11,Cluster 0
49,49,54,53,51,Cluster 2
7,8,12,8,13,Cluster 3
11,7,6,12,10,Cluster 3
9,10,15,12,8,Cluster 3
5,9,10,12,14,Cluster 3
12,14,12,6,9,Cluster 0
10,7,10,8,13,Cluster 3
6,12,7,15,14,Cluster 0
15,14,12,13,10,Cluster 0
13,14,8,14,10,Cluster 0
11,13,7,15,6,Cluster 0
6,6,10,11,11,Cluster 3
11,9,15,5,6,Cluster 3
7,13,6,9,13,Cluster 0
17,15,12,7,18,Cluster 0
13,14,13,8,6,Cluster 0
6,13,12,12,12,Cluster 0
73,76,74,69,75,Cluster 1
9,15,14,14,11,Cluster 0
7,11,6,11,13,Cluster 0
7,9,7,8,6,Cluster 3
14,15,11,10,14,Cluster 0
64,66,67,61,64,Cluster 1
14,15,6,11,14,Cluster 0
13,15,8,5,10,Cluster 0
65,64,63,64,70,Cluster 1
10,14,14,8,14,Cluster 0
12,7,6,11,9,Cluster 3
13,7,12,11,8,Cluster 3
12,11,10,10,14,Cluster 0
8,9,9,12,8,Cluster 3
16,11,12,16,8,Cluster 0
6,14,14,10,9,Cluster 0
10,9,5,10,12,Cluster 3
11,10,16,10,7,Cluster 3
11,8,5,14,11,Cluster 3
9,12,8,10,15,Cluster 0
60,63,59,65,64,Cluster 2
11,7,13,8,8,Cluster 3
12,7,12,11,15,Cluster 3
49,51,56,48,51,Cluster 2
6,7,7,13,9,Cluster 3
8,8,8,11,8,Cluster 3
10,7,11,13,7,Cluster 3
71,73,69,65,75,Cluster 1
14,13,9,10,10,Cluster 0
9,11,16,6,9,Cluster 0
11,7,9,8,7,Cluster 3
8,14,11,14,12,Cluster 0
9,9,6,13,12,Cluster 3
8,9,11,10,8,Cluster 3
54,57,53,53,58,Cluster 2
9,5,8,6,5,Cluster 3
13,7,7,13,13,Cluster 3
12,13,13,9,15,Cluster 0
11,10,9,12,14,Cluster 0
12,13,9,6,16,Cluster 0
6,12,6,8,9,Cluster 0
12,8,8,9,15,Cluster 3
8,10,7,10,8,Cluster 3
10,15,8,14,11,Cluster 0
12,11,13,7,5,Cluster 0
11,5,12,12,7,Cluster 3
15,7,9,14,10,Cluster 3
9,16,15,8,8,Cluster 0
8,10,6,14,6,Cluster 3
12,14,9,9,5,Cluster 0
67,66,62,62,67,Cluster 1
9,10,8,12,12,Cluster 3
5,7,14,9,10,Cluster 3
6,14,12,10,9,Cluster 0
6,14,9,12,11,Cluster 0
15,13,13,14,13,Cluster 0
7,9,11,12,15,Cluster 3
7,13,8,11,15,Cluster 0
12,12,9,13,8,Cluster 0
6,15,11,8,8,Cluster 0
10,6,11,8,8,Cluster 3
60,64,63,55,64,Cluster 2
65,61,62,56,61,Cluster 2
13,14,8,9,6,Cluster 0
11,7,11,8,8,Cluster 3
10,7,13,16,7,Cluster 3
14,15,13,14,13,Cluster 0
11,10,9,8,10,Cluster 3
6,12,12,6,9,Cluster 0
10,6,7,9,11,Cluster 3
9,14,10,7,16,Cluster 0
10,12,13,16,13,Cluster 0
10,6,7,11,8,Cluster 3
7,14,7,14,7,Cluster 0
9,10,16,13,11,Cluster 0
6,10,6,12,13,Cluster 3
6,15,13,8,9,Cluster 0
15,7,7,14,11,Cluster 3
11,13,10,13,11,Cluster 0
12,15,15,12,12,Cluster 0
6,7,15,6,5,Cluster 3
10,13,8,10,15,Cluster 0
10,14,8,7,9,Cluster 0
12,11,11,13,9,Cluster 0
10,7,15,7,15,Cluster 3
7,11,9,14,14,Cluster 0
12,5,7,14,15,Cluster 3
6,11,7,11,9,Cluster 0
12,12,8,14,15,Cluster 0
12,8,15,13,13,Cluster 3
8,8,7,9,11,Cluster 3
8,14,16,9,7,Cluster 0
8,14,16,11,11,Cluster 0
6,10,8,6,11,Cluster 3
9,7,6,13,11,Cluster 3
9,9,8,6,12,Cluster 3
10,11,9,10,13,Cluster 0
12,10,6,11,13,Cluster 3
14,6,12,9,15,Cluster 3
13,12,13,14,13,Cluster 0
13,12,16,7,13,Cluster 0
13,10,14,14,13,Cluster 0
12,7,8,10,13,Cluster 3
13,10,11,14,7,Cluster 3
13,14,14,10,8,Cluster 0
11,7,10,13,13,Cluster 3
16,8,13,15,6,Cluster 3
74,73,74,75,70,Cluster 1
9,12,6,14,5,Cluster 0
6,14,15,9,10,Cluster 0
15,12,7,13,9,Cluster 0
9,9,10,8,12,Cluster 3
65,63,67,64,64,Cluster 1
8,8,6,16,14,Cluster 3
8,9,8,12,5,Cluster 3
21,11,13,9,15,Cluster 0
10,12,11,12,6,Cluster 0
11,8,13,13,11,Cluster 3
13,8,11,9,11,Cluster 3
16,10,14,12,7,Cluster 0
14,6,10,5,7,Cluster 3
67,66,62,65,66,Cluster 1
8,12,5,15,10,Cluster 0
6,9,12,12,13,Cluster 3
13,12,10,5,6,Cluster 0
14,15,14,8,14,Cluster 0
6,11,10,8,7,Cluster 0
6,7,14,6,14,Cluster 3
11,12,11,8,14,Cluster 0
7,13,9,12,8,Cluster 0
6,12,11,5,15,Cluster 0
9,14,13,12,10,Cluster 0
16,10,7,15,9,Cluster 0
10,15,7,14,13,Cluster 0
8,9,16,8,10,Cluster 3
12,13,9,10,11,Cluster 0
12,10,13,7,15,Cluster 0
14,8,7,6,7,Cluster 3
11,10,10,10,12,Cluster 3
9,8,9,9,8,Cluster 3
12,15,14,17,13,Cluster 0
9,6,13,6,6,Cluster 3
55,59,55,58,62,Cluster 2
6,8,12,14,10,Cluster 3
5,12,10,6,12,Cluster 0
6,14,10,9,6,Cluster 0
12,8,7,10,9,Cluster 3
10,12,12,12,5,Cluster 0
6,14,11,6,14,Cluster 0
79,77,79,83,80,Cluster 1
15,12,8,5,8,Cluster 0
6,6,10,8,7,Cluster 3
10,12,14,8,13,Cluster 0
8,6,12,8,13,Cluster 3
9,9,11,7,13,Cluster 3
9,14,7,13,9,Cluster 0
11,12,12,16,14,Cluster 0
63,66,64,60,68,Cluster 1
13,9,15,11,7,Cluster 3
10,7,13,11,8,Cluster 3
10,9,9,8,11,Cluster 3
5,12,15,12,10,Cluster 0
7,11,11,15,10,Cluster 0
5,5,10,13,15,Cluster 3
15,6,9,9,14,Cluster 3
11,7,10,8,9,Cluster 3
13,8,7,9,11,Cluster 3
7,9,11,15,6,Cluster 3
13,12,8,12,12,Cluster 0
12,10,7,11,12,Cluster 3
8,16,15,8,11,Cluster 0
11,6,14,7,7,Cluster 3
16,15,10,10,8,Cluster 0
7,13,14,13,9,Cluster 0
15,13,10,14,7,Cluster 0
10,12,7,10,10,Cluster 0
6,9,11,6,10,Cluster 3
12,8,5,5,14,Cluster 3
7,8,12,7,15,Cluster 3
14,13,13,13,12,Cluster 0
8,9,15,15,6,Cluster 3
13,12,5,15,9,Cluster 0
8,15,7,10,10,Cluster 0
13,6,10,11,13,Cluster 3
10,8,7,11,12,Cluster 3
11,14,12,14,11,Cluster 0
14,10,10,14,7,Cluster 3
67,63,69,66,67,Cluster 1
12,13,7,6,14,Cluster 0
8,8,12,9,13,Cluster 3
9,8,6,13,10,Cluster 3
8,6,7,12,11,Cluster 3
7,14,15,12,10,Cluster 0
6,6,5,6,7,Cluster 3
7,16,7,16,10,Cluster 0
10,7,8,11,15,Cluster 3
10,8,9,11,12,Cluster 3
14,10,8,8,9,Cluster 3
12,6,9,5,5,Cluster 3
6,6,8,15,6,Cluster 3
15,15,10,14,9,Cluster 0
12,8,6,7,8,Cluster 3
12,15,8,7,5,Cluster 0
8,9,11,12,9,Cluster 3
14,15,12,14,12,Cluster 0
8,14,15,15,10,Cluster 0
13,12,12,13,11,Cluster 0
69,74,69,73,76,Cluster 1
7,7,6,7,10,Cluster 3
72,73,68,54,77,Cluster 1
76,76,75,80,78,Cluster 1
7,10,9,10,11,Cluster 3
9,13,12,13,14,Cluster 0
8,10,8,13,10,Cluster 3
71,74,70,72,80,Cluster 1
16,7,8,13,15,Cluster 3
8,13,15,7,12,Cluster 0
9,13,12,10,14,Cluster 0
62,63,60,61,64,Cluster 2
11,11,13,10,13,Cluster 0
7,7,16,15,13,Cluster 3
13,10,5,7,15,Cluster 3
9,6,11,6,9,Cluster 3
7,7,7,13,7,Cluster 3
12,14,14,10,7,Cluster 0
6,6,7,6,7,Cluster 3
9,8,6,7,10,Cluster 3
15,11,7,13,11,Cluster 0
66,63,64,65,66,Cluster 1
14,14,6,14,14,Cluster 0
12,16,16,16,16,Cluster 0
8,9,8,14,11,Cluster 3
11,8,7,8,14,Cluster 3
15,13,11,6,14,Cluster 0
8,10,6,7,15,Cluster 3
7,8,13,8,14,Cluster 3
9,6,9,10,5,Cluster 3
5,6,6,13,11,Cluster 3
13,6,10,13,11,Cluster 3
15,7,9,11,9,Cluster 3
9,8,14,9,16,Cluster 3
12,7,7,9,16,Cluster 3
71,72,73,71,70,Cluster 1
6,12,11,6,15,Cluster 0
12,8,11,12,13,Cluster 3
9,7,10,7,14,Cluster 3
9,6,8,8,16,Cluster 3
73,74,71,70,74,Cluster 1
11,6,11,12,12,Cluster 3
11,14,7,13,6,Cluster 0
9,10,15,10,13,Cluster 0
6,13,8,10,12,Cluster 0
9,11,6,14,14,Cluster 0
11,11,7,14,8,Cluster 0
8,9,9,6,12,Cluster 3
11,7,6,11,7,Cluster 3
8,9,15,14,16,Cluster 3
11,14,9,13,16,Cluster 0
15,12,9,14,11,Cluster 0
9,9,14,6,11,Cluster 3
10,14,13,8,14,Cluster 0
14,10,14,15,7,Cluster 0
11,11,10,15,14,Cluster 0
67,69,64,67,70,Cluster 1
10,10,7,7,15,Cluster 3
58,58,56,56,59,Cluster 2
7,6,14,6,9,Cluster 3
14,10,7,6,7,Cluster 3
10,9,5,14,9,Cluster 3
64,64,54,60,68,Cluster 2
8,11,12,15,13,Cluster 0
12,11,6,16,15,Cluster 0
52,57,53,53,56,Cluster 2
9,8,12,5,12,Cluster 3
16,12,12,7,15,Cluster 0
15,7,10,14,5,Cluster 3
69,68,67,66,69,Cluster 1
9,9,15,9,8,Cluster 3
8,6,9,9,6,Cluster 3
8,14,12,9,12,Cluster 0
63,69,61,67,66,Cluster 1
10,8,14,11,9,Cluster 3
13,10,11,9,6,Cluster 3
10,14,13,9,9,Cluster 0
16,9,10,11,6,Cluster 3
12,14,12,11,7,Cluster 0
8,13,8,14,10,Cluster 0
15,14,11,9,11,Cluster 0
8,11,10,15,6,Cluster 0
80,76,78,68,76,Cluster 1
70,63,63,65,63,Cluster 1
8,9,6,7,10,Cluster 3
8,8,9,9,12,Cluster 3
13,6,9,15,9,Cluster 3
8,13,16,15,14,Cluster 0
63,61,63,59,60,Cluster 2
13,16,10,7,14,Cluster 0
12,12,8,8,8,Cluster 0
5,13,9,7,10,Cluster 0
7,10,7,10,15,Cluster 3
10,7,12,13,14,Cluster 3
6,7,12,7,9,Cluster 3
12,11,9,12,14,Cluster 0
15,16,11,11,10,Cluster 0
6,8,12,9,8,Cluster 3
9,6,11,7,13,Cluster 3
9,5,12,13,10,Cluster 3
5,13,12,6,7,Cluster 0
7,7,14,13,9,Cluster 3
8,5,10,13,6,Cluster 3
15,8,8,12,8,Cluster 3
8,12,14,9,11,Cluster 0
6,12,8,6,9,Cluster 0
14,12,9,10,10,Cluster 0
7,11,8,9,8,Cluster 0
12,9,13,10,9,Cluster 3
8,10,9,16,11,Cluster 3
8,10,14,7,7,Cluster 3
65,54,57,55,52,Cluster 2
10,9,6,6,10,Cluster 3
12,12,12,14,11,Cluster 0
13,10,11,7,11,Cluster 3
6,6,15,7,9,Cluster 3
11,11,10,11,12,Cluster 0
7,9,8,14,10,Cluster 3
56,62,55,53,55,Cluster 2
8,6,12,11,9,Cluster 3
7,14,10,15,11,Cluster 0
12,10,12,7,11,Cluster 3
11,9,12,9,13,Cluster 3
10,8,8,15,15,Cluster 3
15,10,15,16,10,Cluster 0
12,8,15,12,9,Cluster 3
7,15,13,11,9,Cluster 0
8,13,13,7,11,Cluster 0
12,10,5,12,7,Cluster 3
58,57,54,55,56,Cluster 2
15,9,10,12,9,Cluster 3
8,9,7,11,14,Cluster 3
5,12,13,14,6,Cluster 0
12,10,12,14,8,Cluster 0
12,11,12,6,15,Cluster 0
10,7,7,10,10,Cluster 3
9,9,12,16,8,Cluster 3
13,8,9,9,7,Cluster 3
8,14,11,6,14,Cluster 0
13,11,12,13,13,Cluster 0
7,16,9,14,8,Cluster 0
7,7,11,14,6,Cluster 3
11,13,10,5,6,Cluster 0
11,14,13,14,14,Cluster 0
57,62,59,57,60,Cluster 2
13,14,14,10,8,Cluster 0
12,7,9,12,11,Cluster 3
12,7,10,11,11,Cluster 3
8,7,10,14,12,Cluster 3
7,9,12,15,7,Cluster 3
65,69,64,67,68,Cluster 1
9,8,14,14,12,Cluster 3
7,10,9,6,12,Cluster 3
15,12,8,6,10,Cluster 0
12,6,15,13,11,Cluster 3
8,14,11,7,7,Cluster 0
11,13,6,13,15,Cluster 0
11,7,13,10,10,Cluster 3
12,12,16,9,13,Cluster 0
9,13,6,14,13,Cluster 0
7,13,10,5,13,Cluster 0
11,13,6,13,10,Cluster 0
70,69,62,60,70,Cluster 1
6,5,13,9,15,Cluster 3
9,15,13,14,15,Cluster 0
8,10,9,10,11,Cluster 3
10,8,15,9,11,Cluster 3
6,9,8,13,8,Cluster 3
15,15,8,10,14,Cluster 0
6,9,7,15,12,Cluster 3
11,12,12,9,10,Cluster 0
10,10,11,11,5,Cluster 3
6,13,11,11,7,Cluster 0
15,6,10,14,14,Cluster 3
12,8,14,5,15,Cluster 3
7,10,10,16,12,Cluster 3
13,5,14,9,6,Cluster 3
51,50,51,53,50,Cluster 2
13,7,7,10,12,Cluster 3
16,12,9,7,12,Cluster 0
11,8,16,16,14,Cluster 3
9,12,10,16,11,Cluster 0
12,6,13,14,5,Cluster 3
5,14,7,8,15,Cluster 0
10,5,8,8,8,Cluster 3
6,7,12,11,7,Cluster 3
7,11,10,9,8,Cluster 0
9,10,11,16,7,Cluster 3
8,5,7,6,7,Cluster 3
9,9,10,11,12,Cluster 3
8,14,14,15,6,Cluster 0
9,15,12,12,9,Cluster 0
13,14,16,12,15,Cluster 0
10,8,11,9,7,Cluster 3
13,10,5,12,9,Cluster 3
8,7,9,12,7,Cluster 3
12,5,8,11,13,Cluster 3
5,11,6,9,12,Cluster 0
7,11,16,14,14,Cluster 0
14,13,10,13,12,Cluster 0
14,6,7,9,15,Cluster 3
14,7,11,12,13,Cluster 3
6,11,7,6,9,Cluster 3
11,9,11,7,10,Cluster 3
12,12,10,18,14,Cluster 0
9,14,9,14,11,Cluster 0
10,11,7,9,13,Cluster 0
14,12,6,9,10,Cluster 0
49,53,52,50,55,Cluster 2
14,11,14,9,12,Cluster 0
9,14,9,15,7,Cluster 0
63,64,59,57,63,Cluster 2
11,7,16,15,15,Cluster 3
10,6,13,6,7,Cluster 3
6,9,10,6,7,Cluster 3
15,15,12,5,7,Cluster 0
15,6,10,6,14,Cluster 3
6,12,7,10,7,Cluster 0
67,64,68,60,72,Cluster 1
14,8,9,11,6,Cluster 3
10,12,6,14,8,Cluster 0
6,13,7,9,13,Cluster 0
7,8,9,8,16,Cluster 3
8,7,7,14,9,Cluster 3
13,6,10,11,8,Cluster 3
14,7,7,9,13,Cluster 3
5,15,13,5,11,Cluster 0
11,8,13,12,13,Cluster 3
10,12,8,9,14,Cluster 0
15,8,8,14,11,Cluster 3
13,10,15,9,11,Cluster 0
6,7,14,7,15,Cluster 3
8,9,11,11,6,Cluster 3
11,7,15,7,11,Cluster 3
5,8,7,6,9,Cluster 3
10,14,6,13,9,Cluster 0
9,12,11,10,12,Cluster 0
8,12,12,13,14,Cluster 0
11,7,8,11,8,Cluster 3
15,13,12,6,15,Cluster 0
8,7,12,12,14,Cluster 3
9,9,15,7,11,Cluster 3
9,7,13,16,11,Cluster 3
10,8,11,12,7,Cluster 3
14,11,5,10,6,Cluster 0
8,6,11,12,8,Cluster 3
6,13,13,5,6,Cluster 0
8,12,8,8,14,Cluster 0
6,9,5,15,6,Cluster 3
7,12,12,10,13,Cluster 0
69,70,68,64,72,Cluster 1
70,61,77,76,73,Cluster 1
10,8,6,7,6,Cluster 3
11,8,15,12,5,Cluster 3
67,70,67,68,71,Cluster 1
8,10,15,13,12,Cluster 0
6,7,12,10,8,Cluster 3
11,7,13,13,7,Cluster 3
13,14,11,9,6,Cluster 0
16,12,13,10,13,Cluster 0
6,6,13,12,5,Cluster 3
10,13,9,10,7,Cluster 0
13,10,6,9,11,Cluster 3
8,9,14,11,15,Cluster 3
10,8,8,14,14,Cluster 3
12,13,6,11,10,Cluster 0
10,7,14,7,12,Cluster 3
9,10,14,12,12,Cluster 0
9,9,14,11,13,Cluster 3
59,61,60,60,61,Cluster 2
12,14,10,8,11,Cluster 0
9,14,11,15,10,Cluster 0
10,11,7,6,13,Cluster 0
5,7,14,13,9,Cluster 3
66,64,66,55,66,Cluster 2
52,52,53,55,55,Cluster 2
7,13,8,7,10,Cluster 0
12,13,10,8,7,Cluster 0
11,15,10,7,16,Cluster 0
11,12,6,10,12,Cluster 0
10,14,14,13,6,Cluster 0
6,12,13,14,6,Cluster 0
11,10,6,6,11,Cluster 3
6,7,14,8,6,Cluster 3
53,51,54,53,57,Cluster 2
12,7,11,5,8,Cluster 3
85,83,76,79,84,Cluster 1
15,12,13,6,14,Cluster 0
11,8,15,12,11,Cluster 3
14,8,13,13,7,Cluster 3
7,14,9,13,8,Cluster 0
8,12,14,8,14,Cluster 0
9,14,8,6,10,Cluster 0
10,5,12,13,6,Cluster 3
7,13,15,15,8,Cluster 0
12,11,12,5,13,Cluster 0
13,7,9,14,6,Cluster 3
69,70,69,65,71,Cluster 1
8,14,12,8,10,Cluster 0
13,13,13,14,9,Cluster 0
9,8,14,8,14,Cluster 3
9,15,8,7,12,Cluster 0
9,9,12,14,8,Cluster 3
8,10,10,11,13,Cluster 3
54,57,51,51,60,Cluster 2
7,13,7,9,11,Cluster 0
6,12,8,10,12,Cluster 0
11,9,14,6,6,Cluster 3
13,8,14,14,15,Cluster 3
9,15,8,7,7,Cluster 0
56,58,52,56,58,Cluster 2
12,13,11,15,8,Cluster 0
12,14,14,10,15,Cluster 0
12,10,13,14,7,Cluster 0
60,61,61,58,61,Cluster 2
10,15,9,8,11,Cluster 0
14,13,7,11,10,Cluster 0
12,12,7,10,7,Cluster 0
10,7,12,14,13,Cluster 3
12,11,6,13,6,Cluster 0
11,9,10,12,5,Cluster 3
5,10,11,11,12,Cluster 3
9,10,15,13,10,Cluster 0
10,14,5,11,12,Cluster 0
11,8,8,13,7,Cluster 3
8,13,14,10,14,Cluster 0
11,16,10,15,13,Cluster 0
16,11,7,10,14,Cluster 0
6,7,9,13,14,Cluster 3
15,13,7,11,10,Cluster 0
60,64,59,60,64,Cluster 2
11,8,12,7,7,Cluster 3
13,10,10,6,13,Cluster 3
14,14,13,14,8,Cluster 0
7,12,12,9,9,Cluster 0
14,12,7,6,12,Cluster 0
12,12,9,13,11,Cluster 0
15,9,6,7,14,Cluster 3
13,15,7,12,14,Cluster 0
7,11,7,11,5,Cluster 3
59,67,60,58,67,Cluster 2
12,10,8,7,16,Cluster 3
13,6,14,10,7,Cluster 3
6,14,12,13,10,Cluster 0
7,10,14,9,16,Cluster 0
10,5,12,13,6,Cluster 3
11,12,14,15,14,Cluster 0
10,15,8,13,12,Cluster 0
6,7,11,8,12,Cluster 3
12,13,6,9,11,Cluster 0
63,65,64,62,65,Cluster 2
5,11,12,14,11,Cluster 0
7,13,10,13,13,Cluster 0
15,9,6,12,6,Cluster 3
15,6,10,11,12,Cluster 3
13,14,11,10,6,Cluster 0
63,69,63,58,70,Cluster 1
64,64,62,61,66,Cluster 2
12,14,15,7,12,Cluster 0
15,8,6,10,6,Cluster 3
58,60,59,55,59,Cluster 2
7,14,13,11,8,Cluster 0
63,70,68,71,67,Cluster 1
15,13,12,5,5,Cluster 0
14,10,12,6,16,Cluster 0
12,9,6,10,6,Cluster 3
15,11,16,9,10,Cluster 0
8,9,7,6,5,Cluster 3
59,62,57,58,63,Cluster 2
13,15,13,9,9,Cluster 0
8,9,9,14,11,Cluster 3
16,16,11,12,10,Cluster 0
12,12,10,9,14,Cluster 0
54,57,60,57,56,Cluster 2
10,14,12,9,11,Cluster 0
12,12,9,8,7,Cluster 0
7,8,9,8,7,Cluster 3
14,13,7,9,8,Cluster 0
11,9,15,7,9,Cluster 3
8,10,7,12,14,Cluster 3
11,11,10,18,14,Cluster 0
11,10,11,5,15,Cluster 3
14,8,8,14,8,Cluster 3
67,63,62,61,66,Cluster 2
10,13,9,9,13,Cluster 0
13,14,11,10,13,Cluster 0
11,9,10,12,13,Cluster 3
12,10,5,13,9,Cluster 3
11,12,12,8,9,Cluster 0
6,11,14,10,6,Cluster 0
56,55,55,55,56,Cluster 2
10,14,14,11,8,Cluster 0
63,67,64,71,70,Cluster 1
10,8,12,10,7,Cluster 3
58,66,61,61,67,Cluster 2
9,9,13,7,12,Cluster 3
14,7,8,6,13,Cluster 3
8,6,11,10,7,Cluster 3
14,10,15,15,10,Cluster 0
13,7,8,8,10,Cluster 3
8,14,10,12,12,Cluster 0
8,11,12,7,14,Cluster 0
14,14,6,9,8,Cluster 0
7,7,12,15,13,Cluster 3
14,9,5,11,12,Cluster 3
13,11,9,7,10,Cluster 0
6,10,9,14,6,Cluster 3
11,8,9,7,10,Cluster 3
14,11,13,8,10,Cluster 0
73,73,64,66,75,Cluster 1
8,14,12,5,7,Cluster 0
11,7,14,14,7,Cluster 3
11,14,5,9,13,Cluster 0
12,7,11,10,15,Cluster 3
15,14,16,9,6,Cluster 0
11,8,7,10,10,Cluster 3
59,61,60,57,61,Cluster 2
13,10,6,7,11,Cluster 3
6,13,12,11,14,Cluster 0
14,7,7,15,16,Cluster 3
10,14,6,14,6,Cluster 0
16,7,13,9,10,Cluster 3
10,9,6,8,15,Cluster 3
14,5,13,6,14,Cluster 3
12,10,7,7,5,Cluster 3
11,7,8,11,15,Cluster 3
8,6,11,7,7,Cluster 3
14,9,10,13,11,Cluster 3
6,12,9,14,10,Cluster 0
6,12,15,13,8,Cluster 0
63,62,60,55,66,Cluster 2
11,13,5,12,10,Cluster 0
15,7,14,15,9,Cluster 3
9,8,14,15,8,Cluster 3
9,7,6,15,9,Cluster 3
15,5,5,8,14,Cluster 3
14,14,12,8,12,Cluster 0
6,6,13,6,13,Cluster 3
15,15,9,10,16,Cluster 0
14,13,8,10,11,Cluster 0
13,7,14,10,15,Cluster 3
13,5,6,8,11,Cluster 3
14,6,6,14,9,Cluster 3
14,13,5,15,5,Cluster 0
13,10,6,11,6,Cluster 3
16,8,13,10,10,Cluster 3
9,10,9,12,14,Cluster 3
11,13,8,12,14,Cluster 0
12,6,11,13,11,Cluster 3
14,7,14,12,12,Cluster 3
14,6,10,8,13,Cluster 3
7,9,10,14,8,Cluster 3
7,7,13,11,5,Cluster 3
12,10,11,12,14,Cluster 0
10,14,7,9,7,Cluster 0
14,7,9,14,11,Cluster 3
14,15,9,14,8,Cluster 0
13,7,14,9,13,Cluster 3
11,10,10,10,7,Cluster 3
50,55,52,53,55,Cluster 2
15,12,12,12,14,Cluster 0
13,9,12,11,7,Cluster 3
9,7,10,13,8,Cluster 3
71,71,64,63,74,Cluster 1
7,8,7,15,9,Cluster 3
14,12,11,13,5,Cluster 0
6,8,13,13,13,Cluster 3
14,12,14,10,15,Cluster 0
69,72,67,64,71,Cluster 1
15,8,9,14,15,Cluster 3
16,14,6,10,7,Cluster 0
12,15,14,9,11,Cluster 0
10,6,13,12,11,Cluster 3
11,14,15,7,16,Cluster 0
5,6,11,11,6,Cluster 3
11,8,14,9,8,Cluster 3
11,11,9,5,14,Cluster 0
12,8,14,6,12,Cluster 3
6,14,6,6,7,Cluster 0
14,9,8,14,9,Cluster 3
13,10,10,12,12,Cluster 0
13,13,9,11,10,Cluster 0
12,7,8,10,7,Cluster 3
12,14,9,15,13,Cluster 0
6,14,6,7,10,Cluster 0
6,6,11,10,6,Cluster 3
10,6,6,6,10,Cluster 3
8,13,16,14,7,Cluster 0
5,6,8,15,15,Cluster 3
6,5,5,5,15,Cluster 3
11,15,12,9,9,Cluster 0
6,12,13,9,10,Cluster 0
12,8,13,16,8,Cluster 3
57,55,57,50,59,Cluster 2
11,11,9,13,9,Cluster 0
6,8,10,9,6,Cluster 3
5,13,11,8,8,Cluster 0
65,68,66,69,70,Cluster 1
6,7,10,11,11,Cluster 3
10,11,8,6,6,Cluster 3
8,14,11,6,13,Cluster 0
11,6,9,8,10,Cluster 3
40,66,65,40,49,Cluster 2
63,57,74,77,68,Cluster 1
13,12,11,9,10,Cluster 0
7,6,10,13,8,Cluster 3
8,9,10,8,9,Cluster 3
64,66,64,61,69,Cluster 1
11,10,10,12,5,Cluster 3
10,15,13,5,13,Cluster 0
14,9,13,6,11,Cluster 3
57,60,55,56,59,Cluster 2
9,14,8,13,6,Cluster 0
6,12,12,14,9,Cluster 0
11,7,5,10,14,Cluster 3
14,10,11,5,8,Cluster 3
10,14,9,5,10,Cluster 0
9,5,9,5,12,Cluster 3
10,13,7,10,8,Cluster 0
80,78,74,69,85,Cluster 1
14,7,7,11,7,Cluster 3
8,7,10,6,8,Cluster 3
13,5,10,8,10,Cluster 3
11,8,6,8,13,Cluster 3
7,8,13,14,11,Cluster 3
6,8,11,14,13,Cluster 3
13,12,5,9,14,Cluster 0
14,8,11,6,14,Cluster 3
15,10,11,8,13,Cluster 0
12,16,14,15,9,Cluster 0
9,11,8,6,7,Cluster 3
14,9,9,6,12,Cluster 3
12,6,7,14,9,Cluster 3
10,9,7,8,14,Cluster 3
12,14,7,6,8,Cluster 0
15,15,11,7,10,Cluster 0
6,7,11,9,14,Cluster 3
11,15,15,7,8,Cluster 0
15,14,8,7,6,Cluster 0
11,11,6,12,11,Cluster 0
6,14,7,9,9,Cluster 0
12,6,13,13,13,Cluster 3
9,6,6,13,12,Cluster 3
7,8,6,12,11,Cluster 3
14,10,13,11,15,Cluster 0
9,14,15,9,8,Cluster 0
54,58,54,57,60,Cluster 2
8,13,6,14,9,Cluster 0
13,15,7,13,6,Cluster 0
12,8,13,8,14,Cluster 3
8,14,8,5,14,Cluster 0
5,10,6,12,7,Cluster 3
53,53,54,50,58,Cluster 2
9,12,10,11,5,Cluster 0
13,9,14,8,11,Cluster 3
14,11,14,11,10,Cluster 0
9,10,5,9,5,Cluster 3
8,6,7,10,5,Cluster 3
10,14,12,5,14,Cluster 0
9,10,10,6,11,Cluster 3
9,5,6,7,6,Cluster 3
12,13,9,13,9,Cluster 0
9,7,5,8,10,Cluster 3
10,8,8,9,12,Cluster 3
10,15,15,8,6,Cluster 0
13,6,13,11,8,Cluster 3
10,7,13,15,15,Cluster 3
6,7,14,11,9,Cluster 3
8,12,14,11,8,Cluster 0
8,11,13,11,16,Cluster 0
14,12,14,8,5,Cluster 0
15,8,7,6,13,Cluster 3
15,10,13,10,14,Cluster 0
13,14,8,5,14,Cluster 0
9,10,6,11,7,Cluster 3
8,9,12,15,9,Cluster 3
12,8,13,11,13,Cluster 3
6,10,9,13,16,Cluster 3
8,6,9,15,14,Cluster 3
7,12,7,12,10,Cluster 0
7,8,12,12,11,Cluster 3
15,8,7,5,8,Cluster 3
11,10,8,11,12,Cluster 3
